0.00000000	0.03637090	0.01794698	0.04350537	0.00195665	0.00168142	0.00143705	0.99999564	
1.00000000	0.05467951	0.02708559	0.06278562	0.00200704	0.00134550	0.00275015	0.99999329	
2.00000000	0.06105521	0.02993620	0.07028434	0.00205170	0.00175877	0.00338498	0.99999062	
3.00000000	0.07294736	0.03606884	0.08342444	0.00184672	0.00163389	0.00462836	0.99998625	
4.00000000	0.07926970	0.03945856	0.09019380	0.00166863	0.00170296	0.00513349	0.99998397	
5.00000000	0.08598737	0.04338354	0.09954012	0.00183332	0.00291998	0.00536258	0.99997967	
6.00000000	0.09192162	0.04684768	0.10726905	0.00156962	0.00340067	0.00592707	0.99997542	
7.00000000	0.09808231	0.05006241	0.11408864	0.00131472	0.00342264	0.00663164	0.99997129	
8.00000000	0.11031079	0.05630593	0.12846226	0.00073101	0.00374748	0.00822254	0.99995890	
9.00000000	0.11637328	0.06056977	0.13714612	0.00061057	0.00466186	0.00844989	0.99995325	
10.00000000	0.12227581	0.06345625	0.14364858	0.00017389	0.00443663	0.00937097	0.99994624	
11.00000000	0.12854229	0.06694007	0.15117398	-0.00008519	0.00473260	0.00991449	0.99993964	
12.00000000	0.13429210	0.07082979	0.15838043	-0.00066497	0.00487190	0.01037664	0.99993408	
13.00000000	0.14072201	0.07553834	0.16754575	-0.00062145	0.00578737	0.01039205	0.99992905	
14.00000000	0.15273374	0.08183327	0.18157370	-0.00163182	0.00582072	0.01187401	0.99991123	
15.00000000	0.15884866	0.08578432	0.18898779	-0.00199700	0.00585295	0.01223927	0.99990598	
16.00000000	0.16481876	0.08962736	0.19647684	-0.00234450	0.00599820	0.01256450	0.99990032	
17.00000000	0.17683238	0.09637263	0.21088053	-0.00333156	0.00584555	0.01363710	0.99988437	
18.00000000	0.18329315	0.09989042	0.21923255	-0.00342202	0.00640580	0.01393393	0.99987654	
19.00000000	0.18896205	0.10325246	0.22612587	-0.00388860	0.00613130	0.01438429	0.99987018	
20.00000000	0.19480074	0.10737038	0.23377188	-0.00424339	0.00625086	0.01447659	0.99986667	
21.00000000	0.20073861	0.11046205	0.24156146	-0.00457526	0.00643399	0.01499611	0.99985639	
22.00000000	0.21278235	0.11712408	0.25632284	-0.00521787	0.00620059	0.01569274	0.99984402	
23.00000000	0.21888599	0.12086858	0.26373343	-0.00568448	0.00615121	0.01580722	0.99983998	
24.00000000	0.22474466	0.12507255	0.27167755	-0.00599653	0.00624152	0.01577391	0.99983812	
25.00000000	0.23056797	0.12917183	0.27949994	-0.00626876	0.00634075	0.01573683	0.99983641	
26.00000000	0.24224030	0.13632520	0.29394599	-0.00688025	0.00581194	0.01596481	0.99983198	
27.00000000	0.25445085	0.14305478	0.30962878	-0.00742804	0.00591723	0.01633349	0.99982150	
28.00000000	0.25996167	0.14728441	0.31742889	-0.00778574	0.00592666	0.01606272	0.99982311	
29.00000000	0.26618477	0.15036119	0.32501006	-0.00791618	0.00586875	0.01633502	0.99981802	
30.00000000	0.27196811	0.15417300	0.33322210	-0.00776274	0.00610900	0.01607475	0.99982200	
31.00000000	0.27763620	0.15745208	0.34047486	-0.00805337	0.00580120	0.01621320	0.99981929	
32.00000000	0.28356025	0.16168912	0.34782670	-0.00848100	0.00564785	0.01577755	0.99982361	
33.00000000	0.29557736	0.16848188	0.36271727	-0.00891377	0.00529862	0.01584009	0.99982077	
34.00000000	0.30173529	0.17263378	0.37171518	-0.00884258	0.00592859	0.01535759	0.99982539	
35.00000000	0.30794257	0.17570488	0.37922475	-0.00899470	0.00577048	0.01553018	0.99982229	
36.00000000	0.31954839	0.18330772	0.39430123	-0.00918349	0.00545109	0.01506934	0.99982941	
37.00000000	0.32595426	0.18692655	0.40383542	-0.00925555	0.00631582	0.01487537	0.99982657	
38.00000000	0.33170368	0.19116094	0.41040689	-0.00962560	0.00566889	0.01437942	0.99983421	
39.00000000	0.33742883	0.19494899	0.41863992	-0.00942208	0.00587954	0.01403598	0.99983981	
40.00000000	0.34345350	0.19846643	0.42632430	-0.00961262	0.00573560	0.01382617	0.99984176	
41.00000000	0.34952376	0.20197550	0.43325777	-0.00959077	0.00539226	0.01359214	0.99984709	
42.00000000	0.36113320	0.20971556	0.44955029	-0.00929754	0.00565527	0.01272778	0.99985978	
43.00000000	0.36714058	0.21257565	0.45730131	-0.00911349	0.00560077	0.01259991	0.99986340	
44.00000000	0.37305495	0.21683042	0.46538271	-0.00907805	0.00573548	0.01200654	0.99987026	
45.00000000	0.38521404	0.22402251	0.48149656	-0.00848545	0.00608600	0.01125395	0.99988214	
46.00000000	0.39153653	0.22662617	0.48957995	-0.00802258	0.00617118	0.01128615	0.99988508	
47.00000000	0.39744878	0.23038577	0.49708829	-0.00780758	0.00606250	0.01075291	0.99989332	
48.00000000	0.40949014	0.23602615	0.51163244	-0.00731477	0.00552906	0.01074589	0.99990022	
49.00000000	0.41513225	0.24029920	0.51996911	-0.00683914	0.00576600	0.01006735	0.99990931	
50.00000000	0.42135757	0.24405852	0.52806480	-0.00627554	0.00602360	0.00959721	0.99991611	
51.00000000	0.43372640	0.25043269	0.54295373	-0.00550187	0.00569903	0.00916974	0.99992658	
52.00000000	0.43943042	0.25397927	0.55071464	-0.00515769	0.00570714	0.00896499	0.99993022	
53.00000000	0.44596741	0.25811718	0.56002725	-0.00499329	0.00669546	0.00848415	0.99992913	
54.00000000	0.45208834	0.26270115	0.56814809	-0.00476824	0.00708036	0.00777897	0.99993331	
55.00000000	0.45779851	0.26587009	0.57535276	-0.00433135	0.00682872	0.00760276	0.99993840	
56.00000000	0.46969132	0.27351799	0.59114800	-0.00363157	0.00731494	0.00696935	0.99994237	
57.00000000	0.47578649	0.27630300	0.59940054	-0.00300264	0.00757765	0.00705397	0.99994191	
58.00000000	0.48119506	0.27974623	0.60708890	-0.00267842	0.00771050	0.00688942	0.99994295	
59.00000000	0.48658527	0.28407814	0.61600620	-0.00198878	0.00822429	0.00639387	0.99994377	
60.00000000	0.49289364	0.28804053	0.62383386	-0.00185158	0.00830931	0.00603160	0.99994557	
61.00000000	0.49899022	0.29100269	0.63259900	-0.00102397	0.00868321	0.00617012	0.99994274	
62.00000000	0.50426293	0.29572279	0.64095477	-0.00056532	0.00887612	0.00554984	0.99994505	
63.00000000	0.51639249	0.30107893	0.65800101	0.00056762	0.00931285	0.00610837	0.99993782	
64.00000000	0.52206025	0.30528932	0.66606706	0.00114030	0.00926036	0.00592259	0.99993893	
65.00000000	0.52765771	0.30853672	0.67434376	0.00168872	0.00914888	0.00607683	0.99993826	
66.00000000	0.53942790	0.31653664	0.69054758	0.00249592	0.00894825	0.00595063	0.99993914	
67.00000000	0.54542138	0.31996152	0.69890858	0.00289556	0.00893373	0.00615711	0.99993695	
68.00000000	0.55179419	0.32323008	0.70813442	0.00349599	0.00935575	0.00651439	0.99992890	
69.00000000	0.55731266	0.32762874	0.71561544	0.00353135	0.00896827	0.00634043	0.99993345	
70.00000000	0.56366750	0.33150187	0.72404960	0.00431350	0.00891806	0.00654798	0.99992949	
71.00000000	0.56846286	0.33611929	0.73232918	0.00455481	0.00881343	0.00641398	0.99993021	
72.00000000	0.57454524	0.34017437	0.74215261	0.00504470	0.00939126	0.00670901	0.99992067	
73.00000000	0.58618459	0.34797062	0.75790515	0.00537922	0.00856189	0.00714148	0.99992338	
